Block Type,96well,,
Chemistry,SYBR_GREEN,,
Experiment File Name,D:\Applied Biosystems\StepOne Software v2.1\experiments\LCB\20190426\SSDA-0.eds,,
Experiment Run End Time,2019-04-26 13:05:40 PM PDT,,
Instrument Type,steponeplus,,
Passive Reference,ROX,,
,,,
Well,Cycle,SYBR,ROX
E1,191,181914.4063,34975.375
E2,191,,
E3,191,201196.2969,36656.44922
E4,191,,
E5,191,193095.1563,37280.74219
E6,191,,
E7,191,188327.3906,35040.22656
E8,191,,
E9,191,188790.1719,35703.13281
E10,191,,
E11,191,,
E12,191,,
F1,191,192300.4844,37002.63672
F2,191,,
F3,191,188944.8594,34964.98438
F4,191,,
F5,191,178238.6875,34222.64063
F6,191,,
F7,191,188228.2813,35451.10938
F8,191,,
F9,191,197119.3125,36580.16797
F10,191,,
F11,191,,
F12,191,,
G1,191,167774.625,33114.80469
G2,191,,
G3,191,187871.4375,34710.78125
G4,191,,
G5,191,190967.8594,36945.96875
G6,191,,
G7,191,174757.9688,33919.77344
G8,191,,
G9,191,227410.5313,44866.88281
G10,191,,
G11,191,,
G12,191,,
H1,191,153216.1719,32167.44531
H2,191,,
H3,191,183240.9844,35959.92969
H4,191,,
H5,191,39210.91406,34023.24219
H6,191,,
H7,191,187054.875,37270.51563
H8,191,,
H9,191,-11029.18652,-2112.053467
H10,191,,
H11,191,,
H12,191,,
A1,192,143462.0313,31137.45117
A2,192,,
A3,192,201542.1563,40057.14844
A4,192,,
A5,192,169000.1719,33486.40625
A6,192,,
A7,192,185335.5,35330.25391
A8,192,,
A9,192,190371.3906,38941.27734
A10,192,,
A11,192,,
A12,192,,
B1,192,137521.7813,30329.56055
B2,192,,
B3,192,189231.6719,36246.30859
B4,192,,
B5,192,152940.8125,32167.86719
B6,192,,
B7,192,152183.8438,32153.07617
B8,192,,
B9,192,153419.4531,33067.64453
B10,192,,
B11,192,,
B12,192,,
C1,192,182006.5625,39652.79688
C2,192,,
C3,192,174425.2656,35252.40625
C4,192,,
C5,192,149690.2031,33533.0625
C6,192,,
C7,192,119280.8594,27172.78516
C8,192,,
C9,192,150311.6406,34011.73438
C10,192,,
C11,192,,
C12,192,,
D1,192,152082.0938,33726.3125
D2,192,,
D3,192,154457.7344,33640.62109
D4,192,,
D5,192,137139.8281,32305.95117
D6,192,,
D7,192,111869.9766,27126.82227
D8,192,,
D9,192,174475.4844,40263.3125
D10,192,,
D11,192,,
D12,192,,
E1,192,151015.7344,35324.27344
E2,192,,
E3,192,171465.4063,36981.75781
E4,192,,
E5,192,160611.0938,37228.26563
E6,192,,
E7,192,160502.1875,35429.99219
E8,192,,
E9,192,156875.6875,36197.37891
E10,192,,
E11,192,,
E12,192,,
F1,192,161261.9219,37353.14844
F2,192,,
F3,192,164843.2344,35172.375
F4,192,,
F5,192,149464.3906,34301.125
F6,192,,
F7,192,160826.1875,35876.08203
F8,192,,
F9,192,168453.4375,37000.61719
F10,192,,
F11,192,,
F12,192,,
G1,192,142544.7969,33424.42969
G2,192,,
G3,192,168885.1406,35116.25781
G4,192,,
G5,192,167630.75,37644.20313
G6,192,,
G7,192,149112.9844,34234.35156
G8,192,,
G9,192,201979.6875,45019.6875
G10,192,,
G11,192,,
G12,192,,
H1,192,129442.4844,32479.05273
H2,192,,
H3,192,166778.5938,36174.40625
H4,192,,
H5,192,26710.3457,34049.85938
H6,192,,
H7,192,163944.6563,37550.10156
H8,192,,
H9,192,-11024.24512,-2132.53418
H10,192,,
H11,192,,
H12,192,,
A1,193,114623.2344,31520.45508
A2,193,,
A3,193,166046.3125,40458.05469
A4,193,,
A5,193,138525.4531,34095.125
A6,193,,
A7,193,153491.7344,35731.6875
A8,193,,
A9,193,153729.75,39481.24219
A10,193,,
A11,193,,
A12,193,,
B1,193,109649.9453,30540.14648
B2,193,,
B3,193,153794.75,36715.78516
B4,193,,
B5,193,122042.0313,32916.10156
B6,193,,
B7,193,122151.3047,32654.81445
B8,193,,
B9,193,123172.8359,33707.46484
B10,193,,
B11,193,,
B12,193,,
C1,193,144593.75,40127.13672
C2,193,,
C3,193,138740.1875,35693.51563
C4,193,,
C5,193,115935.0859,33400.20313
C6,193,,
C7,193,93381.46094,26987.42578
C8,193,,
C9,193,117231.75,34457.69531
C10,193,,
C11,193,,
C12,193,,
D1,193,118723.2734,34092.69141
D2,193,,
D3,193,120628.1406,34062.22656
D4,193,,
D5,193,104885.1875,32370.69336
D6,193,,
D7,193,86659.03906,26859.03516
D8,193,,
D9,193,136832.8125,40514.3125
D10,193,,
D11,193,,
D12,193,,
E1,193,116293.2578,35516.64453
E2,193,,
E3,193,133902.2031,37419.28516
E4,193,,
E5,193,124782.3359,37738.875
E6,193,,
E7,193,126543.3672,35524.6875
E8,193,,
E9,193,121810.6641,36487.85156
E10,193,,
E11,193,,
E12,193,,
F1,193,123703.8906,37567.5
F2,193,,
F3,193,129160.3125,35584.15625
F4,193,,
F5,193,116513.5156,34911.82422
F6,193,,
F7,193,126246.7109,36097.57031
F8,193,,
F9,193,132532.1094,37246.82031
F10,193,,
F11,193,,
F12,193,,
G1,193,106972.6719,33681.42188
G2,193,,
G3,193,132227.8125,35446.75
G4,193,,
G5,193,128703.5234,37825.53906
G6,193,,
G7,193,113923.7266,34570.91406
G8,193,,
G9,193,160650.5781,45229.0625
G10,193,,
G11,193,,
G12,193,,
H1,193,96011.0625,32586.70703
H2,193,,
H3,193,129875.3906,36545.30469
H4,193,,
H5,193,4148.934082,34268.92969
H6,193,,
H7,193,125233.8438,37815.94922
H8,193,,
H9,193,-11031.41992,-2137.742676
H10,193,,
H11,193,,
H12,193,,
A1,194,83751.98438,31740.35938
A2,194,,
A3,194,127735.7734,40711.82031
A4,194,,
A5,194,104303.8672,34351.91016
A6,194,,
A7,194,117991.1563,36058.77734
A8,194,,
A9,194,113721.1719,39834.82813
A10,194,,
A11,194,,
A12,194,,
B1,194,79625.00781,30468.88281
B2,194,,
B3,194,115536.4063,37066.03906
B4,194,,
B5,194,86505.34375,32795.67969
B6,194,,
B7,194,88370.3125,32785.55859
B8,194,,
B9,194,87130.21094,33627.67188
B10,194,,
B11,194,,
B12,194,,
C1,194,103101.1094,40158.76172
C2,194,,
C3,194,100845.9922,35977.12891
C4,194,,
C5,194,81987.97656,33944.84375
C6,194,,
C7,194,65372.98438,26887.65234
C8,194,,
C9,194,80783.90625,34546.41797
C10,194,,
C11,194,,
C12,194,,
D1,194,82449.50781,34169.69531
D2,194,,
D3,194,84944.69531,34126.16406
D4,194,,
D5,194,71317.42969,32005.36719
D6,194,,
D7,194,59698.625,26642.51563
D8,194,,
D9,194,95421.67188,40564.29297
D10,194,,
D11,194,,
D12,194,,
E1,194,79818.6875,35549.53516
E2,194,,
E3,194,94918.02344,37597.67578
E4,194,,
E5,194,85351.82031,37039.0625
E6,194,,
E7,194,89822.20313,35682.58594
E8,194,,
E9,194,83316.16406,36569.29688
E10,194,,
E11,194,,
E12,194,,
F1,194,84432.83594,37661.53906
F2,194,,
F3,194,91476.08594,35710.25781
F4,194,,
F5,194,80008.85938,34382.58594
F6,194,,
F7,194,88515.4375,36091.69531
F8,194,,
F9,194,93568.17969,37385.95313
F10,194,,
F11,194,,
F12,194,,
G1,194,70149.48438,33923.12109
G2,194,,
G3,194,93501.92188,35605.29297
G4,194,,
G5,194,89664.63281,38515.89063
G6,194,,
G7,194,76926.59375,34673.76563
G8,194,,
G9,194,115001.8047,45261.19922
G10,194,,
G11,194,,
G12,194,,
H1,194,61734.56641,32583.17969
H2,194,,
H3,194,89100.78906,36656.21484
H4,194,,
H5,194,-10067.48438,34075.75
H6,194,,
H7,194,84935.48438,37822.375
H8,194,,
H9,194,-11063.9502,-2127.856689
H10,194,,
H11,194,,
H12,194,,
A1,195,54356.24609,31839.43359
A2,195,,
A3,195,89871.29688,40699.50391
A4,195,,
A5,195,71360.44531,34416.22266
A6,195,,
A7,195,82095.5,36210.48828
A8,195,,
A9,195,76376.07813,40150.45703
A10,195,,
A11,195,,
A12,195,,
B1,195,50374.29297,30364.83594
B2,195,,
B3,195,77703.03125,37311.20703
B4,195,,
B5,195,53848.26172,33151.63672
B6,195,,
B7,195,54701.70313,32687.58203
B8,195,,
B9,195,54147.38281,33624.39844
B10,195,,
B11,195,,
B12,195,,
C1,195,63025.32422,39945.81641
C2,195,,
C3,195,63749.65625,36160.5
C4,195,,
C5,195,47696.19141,33553.62891
C6,195,,
C7,195,38387.3125,26695.39453
C8,195,,
C9,195,47436.10547,34848.30469
C10,195,,
C11,195,,
C12,195,,
D1,195,47969.8125,34113.58594
D2,195,,
D3,195,50562.375,34195.87891
D4,195,,
D5,195,40686.87891,32398.74805
D6,195,,
D7,195,33905.38672,26442.62109
D8,195,,
D9,195,57605.01563,40744.88281
D10,195,,
D11,195,,
D12,195,,
E1,195,45239.70703,35391.16406
E2,195,,
E3,195,57277.10938,37683.38281
E4,195,,
E5,195,50667.32813,37904.98828
E6,195,,
E7,195,53877.18359,35765.84375
E8,195,,
E9,195,48605.96484,36484.60547
E10,195,,
E11,195,,
E12,195,,
F1,195,47204.34375,37484.61328
F2,195,,
F3,195,54824.05859,35668.96875
F4,195,,
F5,195,47888.42969,35031.51953
F6,195,,
F7,195,52031.80859,36113.48828
F8,195,,
F9,195,56773.52734,37582.14453
F10,195,,
F11,195,,
F12,195,,
G1,195,35221.06641,33918.75391
G2,195,,
G3,195,55932.46484,35735.07031
G4,195,,
G5,195,49619.17578,37690.55859
G6,195,,
G7,195,40828.85547,34575.94922
G8,195,,
G9,195,70412.47656,45147.0625
G10,195,,
G11,195,,
G12,195,,
H1,195,29470.42969,32439.94727
H2,195,,
H3,195,49700.76563,36633.16016
H4,195,,
H5,195,-12825.39648,34288.48047
H6,195,,
H7,195,45237.83594,37645.52344
H8,195,,
H9,195,-11060.48145,-2129.451172
H10,195,,
H11,195,,
H12,195,,
A1,196,29826.56641,31834.44727
A2,196,,
A3,196,55599.38281,40576.66016
A4,196,,
A5,196,42531.96875,34419.35547
A6,196,,
A7,196,49810.37109,36233.68359
A8,196,,
A9,196,44736.08203,40117.09766
A10,196,,
A11,196,,
A12,196,,
B1,196,23649.63867,30201.56641
B2,196,,
B3,196,41516.69141,37230.39453
B4,196,,
B5,196,23841.69531,33005.70313
B6,196,,
B7,196,24711.97266,32602.51172
B8,196,,
B9,196,24674.36914,33724.89453
B10,196,,
B11,196,,
B12,196,,
C1,196,27689.59961,39875.68359
C2,196,,
C3,196,29009.19141,36128.06641
C4,196,,
C5,196,18017.22852,33580.48438
C6,196,,
C7,196,14357.85547,26295.08594
C8,196,,
C9,196,18017.07227,34669.14453
C10,196,,
C11,196,,
C12,196,,
D1,196,18377.2207,34079.14063
D2,196,,
D3,196,19980.58398,34108.90234
D4,196,,
D5,196,13895.19434,32105.51563
D6,196,,
D7,196,11587.74609,26073.70703
D8,196,,
D9,196,24101.34375,40405.92188
D10,196,,
D11,196,,
D12,196,,
E1,196,16240.83789,35257.83984
E2,196,,
E3,196,23836.56445,37658.95313
E4,196,,
E5,196,19456.48828,37470.17969
E6,196,,
E7,196,22524.67188,35689.88281
E8,196,,
E9,196,19539.81445,36225.33203
E10,196,,
E11,196,,
E12,196,,
F1,196,16037.57422,37365.85547
F2,196,,
F3,196,21886.63867,35671.29688
F4,196,,
F5,196,19378.17969,34701.69531
F6,196,,
F7,196,20419.46484,35989.27344
F8,196,,
F9,196,23149.39844,37484.76563
F10,196,,
F11,196,,
F12,196,,
G1,196,6193.296387,33808
G2,196,,
G3,196,21070.7207,35599.55469
G4,196,,
G5,196,15219.83594,37516.69141
G6,196,,
G7,196,9938.264648,34412.17188
G8,196,,
G9,196,28703.98633,44852.82813
G10,196,,
G11,196,,
G12,196,,
H1,196,1466.558472,32204.93945
H2,196,,
H3,196,13518.80566,36473.09375
H4,196,,
H5,196,-13038.4209,34121.07813
H6,196,,
H7,196,10432.65625,37373.8125
H8,196,,
H9,196,-11045.78418,-2130.775391
H10,196,,
H11,196,,
H12,196,,
A1,197,18775.60547,31773.87891
A2,197,,
A3,197,36593.29688,40390.08984
A4,197,,
A5,197,27106.4707,34351.19531
A6,197,,
A7,197,29769.80469,36173.80078
A8,197,,
A9,197,30962.66211,40143.82422
A10,197,,
A11,197,,
A12,197,,
B1,197,7830.544434,30126.58984
B2,197,,
B3,197,18107.69141,37336.69922
B4,197,,
B5,197,6615.240234,33025.29297
B6,197,,
B7,197,5619.299316,32649.7207
B8,197,,
B9,197,8666.890625,33619.0625
B10,197,,
B11,197,,
B12,197,,
C1,197,8366.419922,39828.35547
C2,197,,
C3,197,7828.946777,36042.69922
C4,197,,
C5,197,1114.336182,33384.52734
C6,197,,
C7,197,-399.9232178,26009.2832
C8,197,,
C9,197,4252.310547,34715.95703
C10,197,,
C11,197,,
C12,197,,
D1,197,4023.689697,33969.98047
D2,197,,
D3,197,3612.128174,34019.14844
D4,197,,
D5,197,1103.450439,32085.75195
D6,197,,
D7,197,-800.0125732,25710.94531
D8,197,,
D9,197,8045.499512,40403.95313
D10,197,,
D11,197,,
D12,197,,
E1,197,3509.623535,35142.20313
E2,197,,
E3,197,6074.332031,37501.19141
E4,197,,
E5,197,4449.430176,37421.80859
E6,197,,
E7,197,4969.818848,35460.98047
E8,197,,
E9,197,6734.055664,36219.95313
E10,197,,
E11,197,,
E12,197,,
F1,197,2482.93042,37171.58984
F2,197,,
F3,197,3517.467773,35537.05078
F4,197,,
F5,197,5901.714844,34665.06641
F6,197,,
F7,197,3277.266113,35867.70313
F8,197,,
F9,197,4635.474121,37524.76953
F10,197,,
F11,197,,
F12,197,,
G1,197,-5637.529785,33629.83203
G2,197,,
G3,197,221.8385468,35551.87109
G4,197,,
G5,197,-3829.483154,37371.75391
G6,197,,
G7,197,-6047.895996,34323.74219
G8,197,,
G9,197,2571.269531,44601.86719
G10,197,,
G11,197,,
G12,197,,
H1,197,-11401.06934,32055.04102
H2,197,,
H3,197,-7729.486328,36333.29688
H4,197,,
H5,197,-13107.57422,34151.4375
H6,197,,
H7,197,-9343.118164,37165.84766
H8,197,,
H9,197,-11060.64551,-2142.496582
H10,197,,
H11,197,,
H12,197,,
A1,198,15599.70703,31825.93164
A2,198,,
A3,198,30500.76367,40448.12891
A4,198,,
A5,198,22509.43555,34328.05469
A6,198,,
A7,198,23306.91602,36184.19531
A8,198,,
A9,198,27121.94336,40121.64063
A10,198,,
A11,198,,
A12,198,,
B1,198,2605.44751,30051.10938
B2,198,,
B3,198,9216.899414,37258.67188
B4,198,,
B5,198,2103.883301,32794.48828
B6,198,,
B7,198,200.3233948,32673.7207
B8,198,,
B9,198,4992.140137,33669.91016
B10,198,,
B11,198,,
B12,198,,
C1,198,3051.786865,39867.96875
C2,198,,
C3,198,1052.139648,36058.00781
C4,198,,
C5,198,-2760.5625,33604.57813
C6,198,,
C7,198,-4266.605957,25724.05469
C8,198,,
C9,198,1481.253296,34719.97266
C10,198,,
C11,198,,
C12,198,,
D1,198,756.7370605,34011.37891
D2,198,,
D3,198,-302.6704712,33931.84375
D4,198,,
D5,198,-1450.744141,31774.3418
D6,198,,
D7,198,-3540.088867,25466.74023
D8,198,,
D9,198,4889.420898,40181.4375
D10,198,,
D11,198,,
D12,198,,
E1,198,905.3679199,35090.27344
E2,198,,
E3,198,1987.935425,37485.50781
E4,198,,
E5,198,1495.841431,37080.60547
E6,198,,
E7,198,1035.251953,35337.38281
E8,198,,
E9,198,4455.980957,35974.76172
E10,198,,
E11,198,,
E12,198,,
F1,198,-82.08452606,37275.30078
F2,198,,
F3,198,-1178.897461,35436.55469
F4,198,,
F5,198,3423.915039,34387.95703
F6,198,,
F7,198,-231.9997864,35720.65625
F8,198,,
F9,198,313.5645752,37380.09766
F10,198,,
F11,198,,
F12,198,,
G1,198,-7627.708496,33529.48828
G2,198,,
G3,198,-5976.608398,35514.44141
G4,198,,
G5,198,-8093.155273,37620.68359
G6,198,,
G7,198,-9132.864258,34339.72656
G8,198,,
G9,198,-5102.589844,44608.58594
G10,198,,
G11,198,,
G12,198,,
H1,198,-13924.8916,32069.92383
H2,198,,
H3,198,-13680.04102,36287.28906
H4,198,,
H5,198,-13135.54688,33982.39844
H6,198,,
H7,198,-13676.07617,37134.77344
H8,198,,
H9,198,-11067.01465,-2129.125244
H10,198,,
H11,198,,
H12,198,,
A1,199,14123.13574,31711.64844
A2,199,,
A3,199,28077.83789,40421.78906
A4,199,,
A5,199,20774.13086,34411.43359
A6,199,,
A7,199,20953.64258,36180.48047
A8,199,,
A9,199,25219.48047,40101.28516
A10,199,,
A11,199,,
A12,199,,
B1,199,1753.071289,30109.0625
B2,199,,
B3,199,8057.778809,37234.52734
B4,199,,
B5,199,1475.535645,33300.12891
B6,199,,
B7,199,-870.3129883,32458.96484
B8,199,,
B9,199,4193.376953,33683.50781
B10,199,,
B11,199,,
B12,199,,
C1,199,2175.156982,39800.81641
C2,199,,
C3,199,83.68515778,36058.74219
C4,199,,
C5,199,-3672.513184,32898.9375
C6,199,,
C7,199,-4925.462891,25681.43555
C8,199,,
C9,199,803.3377075,34639.41016
C10,199,,
C11,199,,
C12,199,,
D1,199,134.20755,33902.57031
D2,199,,
D3,199,-947.6524048,34002.24609
D4,199,,
D5,199,-1931.598145,32055.06641
D6,199,,
D7,199,-4101.688965,25502.68945
D8,199,,
D9,199,4186.656738,40264.99219
D10,199,,
D11,199,,
D12,199,,
E1,199,340.3349915,35011.11719
E2,199,,
E3,199,1338.105225,37434.50391
E4,199,,
E5,199,1085.320068,37814.60938
E6,199,,
E7,199,435.0982666,35545.71484
E8,199,,
E9,199,4003.162598,36047.60938
E10,199,,
E11,199,,
E12,199,,
F1,199,-584.6037598,37063.55859
F2,199,,
F3,199,-1770.481201,35516.33594
F4,199,,
F5,199,3292.05542,35088.89453
F6,199,,
F7,199,-817.1535645,35769.38281
F8,199,,
F9,199,-281.088623,37434.91016
F10,199,,
F11,199,,
F12,199,,
G1,199,-7861.04541,33498.59766
G2,199,,
G3,199,-6517.246094,35513.40234
G4,199,,
G5,199,-8586.677734,37149.27734
G6,199,,
G7,199,-9496.814453,34209.97656
G8,199,,
G9,199,-5885.796875,44410.11328
G10,199,,
G11,199,,
G12,199,,
H1,199,-14116.59277,32001.94727
H2,199,,
H3,199,-14102.46289,36287.55859
H4,199,,
H5,199,-13149.16504,34263.92969
H6,199,,
H7,199,-14034.75195,37030.42188
H8,199,,
H9,199,-11063.51758,-2127.479492
H10,199,,
H11,199,,
H12,199,,
A1,200,13160.47266,31693.63281
A2,200,,
A3,200,26482.95898,40336.00781
A4,200,,
A5,200,19465.76172,34334.8125
A6,200,,
A7,200,19520.75977,36204.75
A8,200,,
A9,200,23982.08984,40154.02344
A10,200,,
A11,200,,
A12,200,,
B1,200,1229.559448,30066.76563
B2,200,,
B3,200,7545.858887,37239.96875
B4,200,,
B5,200,849.9157715,33051.48828
B6,200,,
B7,200,-1453.01001,32337.83398
B8,200,,
B9,200,3735.663818,33696.46875
B10,200,,
B11,200,,
B12,200,,
C1,200,1663.249512,39877.14844
C2,200,,
C3,200,-406.7707825,36093.62109
C4,200,,
C5,200,-4121.000977,33160.39453
C6,200,,
C7,200,-5346.972168,25578.30469
C8,200,,
C9,200,336.6040649,34740.97266
C10,200,,
C11,200,,
C12,200,,
D1,200,-323.2051392,34021.76953
D2,200,,
D3,200,-1473.918091,33987.48828
D4,200,,
D5,200,-2468.467529,31908.47461
D6,200,,
D7,200,-4495.416504,25479.87305
D8,200,,
D9,200,3560.690186,40189.99609
D10,200,,
D11,200,,
D12,200,,
E1,200,-54.41542816,35114.74609
E2,200,,
E3,200,827.1659546,37426.90234
E4,200,,
E5,200,523.8493652,37488.01563
E6,200,,
E7,200,-30.71873474,35673.22656
E8,200,,
E9,200,3487.064697,35989.49609
E10,200,,
E11,200,,
E12,200,,
F1,200,-961.1289063,37096.36328
F2,200,,
F3,200,-2149.446777,35505.89453
F4,200,,
F5,200,2831.717041,34740.00391
F6,200,,
F7,200,-1240.585083,35756.08594
F8,200,,
F9,200,-673.9190674,37327.76172
F10,200,,
F11,200,,
F12,200,,
G1,200,-8048.625977,33492.86328
G2,200,,
G3,200,-6773.20459,35500.89453
G4,200,,
G5,200,-8774.767578,37234.25781
G6,200,,
G7,200,-9692.574219,34119.6875
G8,200,,
G9,200,-6113.394531,44427.09766
G10,200,,
G11,200,,
G12,200,,
H1,200,-14198.3916,31973.42188
H2,200,,
H3,200,-14153.91113,36297.58984
H4,200,,
H5,200,-13167.03711,34053.32813
H6,200,,
H7,200,-14135.70508,36938.6875
H8,200,,
H9,200,-11094.80273,-2136.908447
H10,200,,
H11,200,,
H12,200,,
A1,201,12121.84961,31608.97266
A2,201,,
A3,201,25177.4707,40343.96484
A4,201,,
A5,201,18284.58008,34264.05078
A6,201,,
A7,201,18323.66602,36232.38281
A8,201,,
A9,201,22625.35156,40132.26563
A10,201,,
A11,201,,
A12,201,,
B1,201,824.0736694,30154.97266
B2,201,,
B3,201,7077.299805,37263.14844
B4,201,,
B5,201,234.8616638,32923.27734
B6,201,,
B7,201,-1874.587402,32526.45508
B8,201,,
B9,201,3179.028564,33631.08594
B10,201,,
B11,201,,
B12,201,,
C1,201,1019.245605,39674.91406
C2,201,,
C3,201,-966.3338013,36009.19531
C4,201,,
C5,201,-4539.270996,33318.22656
C6,201,,
C7,201,-5789.491211,25386.16797
C8,201,,
C9,201,-170.977066,34718.29688
C10,201,,
C11,201,,
C12,201,,
D1,201,-904.7548828,33838.86719
D2,201,,
D3,201,-2036.062866,33869.23828
D4,201,,
D5,201,-2966.333496,31804.6543
D6,201,,
D7,201,-4966.589844,25177.64648
D8,201,,
D9,201,2852.543457,40000.72656
D10,201,,
D11,201,,
D12,201,,
E1,201,-674.8832397,35032.97656
E2,201,,
E3,201,312.8789673,37393.72266
E4,201,,
E5,201,-31.53773689,37355.20703
E6,201,,
E7,201,-599.2833862,35338.04688
E8,201,,
E9,201,2924.277344,35926.50781
E10,201,,
E11,201,,
E12,201,,
F1,201,-1437.777344,37051.32422
F2,201,,
F3,201,-2570.367676,35420.38281
F4,201,,
F5,201,2399.898193,34645.39063
F6,201,,
F7,201,-1674.780396,35632.125
F8,201,,
F9,201,-1063.222412,37414.93359
F10,201,,
F11,201,,
F12,201,,
G1,201,-8205.994141,33480.50781
G2,201,,
G3,201,-6993.36084,35544.19531
G4,201,,
G5,201,-8964.564453,37275.05859
G6,201,,
G7,201,-9873.921875,34210.05469
G8,201,,
G9,201,-6336.435059,44346.74609
G10,201,,
G11,201,,
G12,201,,
H1,201,-14265.49512,31910.48438
H2,201,,
H3,201,-14205.40918,36286.70703
H4,201,,
H5,201,-13190.06836,33983.01172
H6,201,,
H7,201,-14199.93555,36978.31641
H8,201,,
H9,201,-11089.8125,-2126.324707
H10,201,,
H11,201,,
H12,201,,
A1,202,10843.79004,31670.0918
A2,202,,
A3,202,23483.03516,40319.73828
A4,202,,
A5,202,16859.10547,34282.54688
A6,202,,
A7,202,16889.89453,36175.51172
A8,202,,
A9,202,20676.74023,40030.02344
A10,202,,
A11,202,,
A12,202,,
B1,202,249.2775726,30009.5918
B2,202,,
B3,202,6352.485352,37156.25
B4,202,,
B5,202,-375.6239929,32792.19531
B6,202,,
B7,202,-2496.825439,32289.58984
B8,202,,
B9,202,2553.38501,33752.57031
B10,202,,
B11,202,,
B12,202,,
C1,202,434.3611145,39765.87109
C2,202,,
C3,202,-1555.680176,35980.95313
C4,202,,
C5,202,-5109.039063,33342.42188
C6,202,,
C7,202,-6227.654297,25318.4668
C8,202,,
C9,202,-812.4140015,34668.17969
C10,202,,
C11,202,,
C12,202,,
D1,202,-1513.82019,33797.23828
D2,202,,
D3,202,-2684.323975,33891.90625
D4,202,,
D5,202,-3595.203369,31609.79297
D6,202,,
D7,202,-5401.546387,25168.63086
D8,202,,
D9,202,2104.647949,40002.12109
D10,202,,
D11,202,,
D12,202,,
E1,202,-1264.554199,34968.21094
E2,202,,
E3,202,-373.9041748,37309.02344
E4,202,,
E5,202,-760.328064,37035.23438
E6,202,,
E7,202,-1208.016846,35483.08203
E8,202,,
E9,202,2192.193604,35764.67188
E10,202,,
E11,202,,
E12,202,,
F1,202,-1938.685547,37020.08984
F2,202,,
F3,202,-3027.930908,35501.83984
F4,202,,
F5,202,1846.615356,34502.17578
F6,202,,
F7,202,-2203.905273,35622.63672
F8,202,,
F9,202,-1556.900269,37387.36328
F10,202,,
F11,202,,
F12,202,,
G1,202,-8400.568359,33383.47656
G2,202,,
G3,202,-7245.106445,35457.69531
G4,202,,
G5,202,-9166.882813,37384.55469
G6,202,,
G7,202,-10053.68066,34120.59375
G8,202,,
G9,202,-6594.303223,44375.33984
G10,202,,
G11,202,,
G12,202,,
H1,202,-14264.93066,31936.64844
H2,202,,
H3,202,-14229.54785,36235.125
H4,202,,
H5,202,-13244.01367,33938.37891
H6,202,,
H7,202,-14252.97168,36850.51953
H8,202,,
H9,202,-11132.99023,-2132.135254
H10,202,,
H11,202,,
H12,202,,
A1,203,8990.342773,31628.64258
A2,203,,
A3,203,20981.71094,40316.34375
A4,203,,
A5,203,14493.05273,34190.10156
A6,203,,
A7,203,14698.77539,36118.98438
A8,203,,
A9,203,18053.65039,39910.14063
A10,203,,
A11,203,,
A12,203,,
B1,203,-334.9147949,30090.13086
B2,203,,
B3,203,5560.813477,37187.00391
B4,203,,
B5,203,-1092.705566,32746.72852
B6,203,,
B7,203,-3209.795654,32176.47852
B8,203,,
B9,203,1867.581665,33903.72656
B10,203,,
B11,203,,
B12,203,,
C1,203,-215.5956726,39892.96484
C2,203,,
C3,203,-2236.229248,36007.33203
C4,203,,
C5,203,-5741.55127,33379.41406
C6,203,,
C7,203,-6691.229004,25139.41797
C8,203,,
C9,203,-1470.958862,34564.09375
C10,203,,
C11,203,,
C12,203,,
D1,203,-2137.319092,33892.19531
D2,203,,
D3,203,-3359.015625,33799.22266
D4,203,,
D5,203,-4152.292969,31783.02148
D6,203,,
D7,203,-5875.404785,25139.16602
D8,203,,
D9,203,1235.096924,39759.55078
D10,203,,
D11,203,,
D12,203,,
E1,203,-1902.902954,34981.07422
E2,203,,
E3,203,-1065.569458,37198.98047
E4,203,,
E5,203,-1435.613403,37212.40625
E6,203,,
E7,203,-1832.547729,35536.34375
E8,203,,
E9,203,1388.908325,35534.0625
E10,203,,
E11,203,,
E12,203,,
F1,203,-2479.519531,36989.23047
F2,203,,
F3,203,-3536.263184,35396.75
F4,203,,
F5,203,1236.120728,34407.15625
F6,203,,
F7,203,-2746.916992,35670.41797
F8,203,,
F9,203,-2135.852051,37057.16016
F10,203,,
F11,203,,
F12,203,,
G1,203,-8661.802734,33292.11328
G2,203,,
G3,203,-7522.651367,35492.5
G4,203,,
G5,203,-9381.217773,37250.68359
G6,203,,
G7,203,-10280.2793,34041.55078
G8,203,,
G9,203,-6782.704102,44375.26563
G10,203,,
G11,203,,
G12,203,,
H1,203,-14313.35742,31948.33594
H2,203,,
H3,203,-14210.86816,36208.26563
H4,203,,
H5,203,-13235.78125,33859.13281
H6,203,,
H7,203,-14329.88574,36789.10156
H8,203,,
H9,203,-11123.4209,-2126.228271
H10,203,,
H11,203,,
H12,203,,
A1,204,7530.606934,31562.08594
A2,204,,
A3,204,18413.60156,40259.84375
A4,204,,
A5,204,12509.13965,34099.19922
A6,204,,
A7,204,12436.52246,36156.14844
A8,204,,
A9,204,16132.32227,39910.47266
A10,204,,
A11,204,,
A12,204,,
B1,204,-1079.668823,30010.50977
B2,204,,
B3,204,4499.733398,37109.30078
B4,204,,
B5,204,-1889.821655,32539.86133
B6,204,,
B7,204,-3884.465332,32319.32617
B8,204,,
B9,204,1067.263062,33964.67188
B10,204,,
B11,204,,
B12,204,,
C1,204,-1107.919189,39723.20313
